user_a,user_b,rssi,#timestamp
Rashid Mahmoud,Nia Nkosi,-90,1693500
Adrian Washington,-1,0,454800
Dylan Butler,-1,0,501000
Saki Tanaka,Sakura Suzuki,-75,2195100
Jabiru Moyo,-1,-59,657300
Ibrahim Al-Abbasi,-1,0,1887000
Madison Rivera,-1,-63,2032200
Adnan Karim,Adrian Washington,-80,2196000
Santiago Marques,Ethan Allen,-77,211200
Amelia Mendez,Nala Bah,-90,992700
Adnan Karim,-1,0,1738200
Zoey Griffin,-1,-91,1593600
Avery Stewart,-1,0,125100
Ethan Johnson,-1,0,1024800
Arjun Patel,Caleb Wood,-83,530700
Sakura Suzuki,-1,0,1249500
Skylar Long,-1,0,972600
Samira Al-Haddad,-1,0,1550400
Matias Carvalho,-1,0,356400
Amira Kebede,Victoria King,-80,2060100
Nia Keita,Nisha Shah,-86,1091700
Roman Smirnov,-1,0,982200
Jabari Toure,Savannah Cox,-92,1509300
Emilia Pereira,Grayson Parker,-86,1468200
Svetlana Volkova,Jin Chen,-82,1497300
Karan Gupta,-1,0,723000
Zhang Li,-1,0,742800
Emma Guzman,Amelia Coleman,-70,1343700
Sakura Suzuki,-1,0,972900
Santiago Torres,-1,0,786000
Dominic Hernandez,Ryan Rogers,-86,814500
Adedeji Adeyemi,Grayson Parker,-83,1467300
Shinji Yamamoto,Sebastian King,-90,992100
Emiliano Costa,-1,-78,1862700
Omar Al-Haddad,-1,0,1338300
Nia Kamara,Sebastian King,-92,1948500
Samuel Perry,-1,0,2248200
Khaled Al-Rashidi,Mei Wang,-90,896100
Nia Kamara,Christopher Davis,-100,2125800
Zahra Mansour,-1,0,1232400
Santiago Castro,-1,0,63600
Asha Kebede,Zahara Mwangi,-75,1365300
Camila Lima,Avery Reed,-98,731400
Andrei Sokolov,Santiago Marques,-85,1345500
Imran Dube,Penelope Griffin,-74,1819500
Lucas Herrera,Aliya Al-Saadi,-85,1999200
Min-jung Kim,Caleb Sanchez,-96,383700
Ayaka Suzuki,Eleanor Sanchez,-79,1596600
Ifeoma Azikiwe,Scarlett Hall,-66,137400
Sebastian Paz,Ella Phillips,-84,2198100
Santiago Marques,Malik El-Din,-99,922200
Ariana Jenkins,Lily Foster,-85,1654200
Ava Wilson,-1,0,1354800
Aleksandr Makarov,Sakura Tanaka,-82,142200
Ayodele Ogundele,-1,0,694800
Alexey Ivanov,-1,-91,653100
Sara Al-Khouri,-1,0,956700
Lucas Rios,Ayomide Kamau,-99,2028300
Tariq Al-Rashid,-1,0,1301100
Sofia Santos,Ayaka Suzuki,-70,1252800
Iniko Nkrumah,-1,-79,191700
Aleksandr Gusev,Yara Ndlovu,-94,913500
Jamila Moyo,-1,0,1834200
Samira Khalid,Tetsuya Ono,-45,2161800
Ji-yeon Park,-1,0,857400
Claire Simmons,Sebastian Foster,-75,1995000
Matias Barros,-1,-89,474900
Yuki Nakamura,Alexander Hill,-90,827100
Uzoma Okeke,Rajesh Gupta,-95,1245300
Vitaly Voronov,-1,-90,1558500
Violet Kelly,Daniel Turner,-76,1613700
Hassan Ibrahim,-1,0,495600
Baraka Soumahoro,Joseph Cox,-75,2022000
Yasmin Al-Ahmad,Jamila Diawara,-81,1595700
Nathan Stewart,Ellie Parker,-80,755100
Jin Chen,-1,0,642300
Jomo Keita,Aisha Rahman,-85,822300
Nia Keita,-1,0,1880400
Sergei Ponomarev,-1,0,2367600
Bella Gray,-1,-95,170400
Matthew Adams,-1,0,1581900
Matías López,-1,0,1054500
Ava Wilson,-1,0,2306100
Abdullah Fawzi,Matthew Thompson,-90,780300
Lucas Herrera,Imani Asante,-88,1919400
Chen Wang,-1,-90,1703100
Yekaterina Pavlova,-1,0,589800
Isabella Costa,-1,0,897000
Hadi Al-Jaber,-1,-74,84000
Zikomo Banda,-1,0,1141800
Elizabeth Bennett,-1,-70,347100
Joseph Cox,-1,-89,1128900
Sofia Santos,Jabari Toure,-89,489000
Malik Akoto,Dylan Butler,-95,903600
Aleksandr Petrov,-1,0,2400900
Ivan Smirnov,Samuel Perry,-87,1334400
Sebastian Barbosa,-1,0,1285800
Eleanor Sanchez,William Cox,-70,1761000
Gabriel Alvarez,James Walker,-68,2211900
Mia Miller,-1,0,1157700
Layla Al-Fawzi,-1,0,1346100
Igor Sidorov,Jabari Toure,-82,204000
Brooklyn Peterson,-1,0,2173500
Aria Peterson,-1,0,583500
Lina Al-Saleh,Zainab Nkosi,-92,2232900
Salma Al-Jaber,Lily Foster,-92,207300
Ethan Johnson,-1,0,1065300
Valeria Ramos,Priya Singh,-94,2005200
Ana Oliveira,-1,-55,2185800
Samuel Perry,-1,0,515400
Andrey Popov,Matias Pacheco,-67,911400
Yekaterina Pavlova,Omar Al-Haddad,-91,1081800
Zara Diop,Zoey Powell,-90,383700
Diop Sarr,Yasmin Hamdi,-71,951900
Aleksei Sokolov,Penelope Brooks,-84,1603800
Valentina Ribeiro,Amara Sesay,-90,867900
Joseph Cox,-1,0,317400
Pavel Egorov,Gabriel Rocha,-91,220800
Benjamin Brooks,-1,0,1545600
Habiba Mansour,Haruki Nakamura,-89,923400
Renata Miranda,-1,0,2001600
James Foster,Charlotte Bell,-91,1754100
Shinji Yamamoto,-1,-86,1214700
Dmitri Popov,-1,0,1522200
Santiago Castro,Li Chen,-88,1953000
Chloe Parker,-1,0,1390800
Aisha Al-Mahdi,-1,0,852900
Ethan Johnson,-1,0,1798500
Zoey Powell,-1,0,2005500
Matthew Adams,-1,0,257700
Rania Al-Akbar,-1,0,2410200
Aliya Al-Saadi,Yasmin Hamdi,-92,1951500
Amara Sesay,-1,0,2330700
Benjamin Brooks,-1,0,237300
Camila Almeida,-1,0,896100
Pavel Petrov,-1,-92,731100
Maya Mitchell,-1,0,263700
Bella Gray,-1,0,416400
Ekaterina Antonova,-1,0,228900
Adnan Karim,Scarlett Hall,-90,1956600
Jack Morris,-1,0,963000
Vladislav Romanov,-1,0,1170300
Mei Chen,Samuel Coleman,-94,391500
Avery Young,-1,0,1128600
Santiago Marques,Imani Koné,-82,1923000
Musa Kamau,Dmitri Sidorov,-79,733800
Martina Ramos,Fatima Hamza,-99,393300
Michael Coleman,-1,0,1065300
Nicolas Ribeiro,Rajan Patel,-90,427200
Valentina Paz,-1,0,1207800
Isabella Ferreira,Alexander Hill,-86,1342500
Sebastian Herrera,Julian Ferreira,-96,534000
Tatiana Ivanova,Elizabeth Bennett,-74,992700
Amina Al-Jafari,-1,0,41100
Rajesh Sharma,Christopher Collins,-79,2022300
Martina Alvarez,-1,0,253200
Chen Wang,Jacob Wright,-82,2191200
Zuri Kamara,David Murphy,-72,466500
Paisley Flores,Samuel Lee,-81,1435200
Nisha Patel,-1,0,546900
Sofia Ribeiro,-1,-82,551400
Ekaterina Fedorova,Dmitri Popov,-81,815100
Elena Petrova,-1,0,223800
Fatima Al-Said,-1,0,123300
Karim Sharif,Jabari Toure,-80,211800
Tatiana Voronina,-1,0,1629000
Adnan Karim,Sana Khan,-89,2103900
Isaac Adams,-1,0,1318200
Amina Koné,-1,-82,162300
Nour El-Din,-1,-92,1895400
Nisha Shah,-1,0,1511400
Roman Kozlov,Isabella Andrade,-88,906900
Jomo Bah,Andrew Foster,-88,902400
Hassan Ibrahim,Tariq Mansour,-97,1311900
Jackson Carter,-1,0,1992600
Folasade Dosunmu,Grayson Parker,-87,981900
Grace Ramirez,-1,0,712800
Tariq Ibrahim,-1,0,1753800
Andrei Sokolov,-1,0,1166100
Vitaly Popov,-1,0,9000
Fatimah Mbeki,-1,0,914400
Alejandro Rodríguez,-1,0,468900
Khaled Al-Najjar,-1,0,1962600
Scarlett Nelson,-1,-78,1272300
Sebastian Santos,Karim Nassar,-80,1111500
Yekaterina Sidorova,-1,0,2338500
Yuri Romanov,-1,-84,2169300
Aleksandr Popov,-1,0,502800
Mikhail Petrov,Matias Carvalho,-83,1074000
Grayson Parker,-1,0,534600
Baraka Sesay,Nisha Patel,-82,719400
Sebastian Santos,Gabriel Gray,-53,1593000
Samira Khalid,Michael Coleman,-85,894000
Nadia Al-Salim,-1,-74,1556700
Martina Ramos,William Cox,-92,376500
Zoey Morgan,-1,0,1570500
Hadiya Mahmoud,Eleanor Sanchez,-90,1943700
Karim Sharif,-1,-80,1788600
Ayodele Ogundele,-1,0,1810800
Alejandro Morales,-1,0,2041800
Ayumi Sato,William Cox,-83,392700
Valentina Paz,Julian Ferreira,-93,1695300
Amelia Castro,-1,0,2414400
Joshua Wood,-1,0,1748400
Jonathan Adams,-1,0,1251300
Kato Soumahoro,-1,0,785100
Emma Salazar,-1,0,2161500
Tariq Al-Rashid,-1,0,172500
Pedro Gomes,Ayesha Jallow,-87,996900
Anatoli Sokolov,Levi Russell,-87,741000
Amira Kebede,-1,0,1673400
Benjamin Pacheco,Sana Wang,-80,1008900
Fatoumata Diop,Nia Nkosi,-98,1586100
Amelia Clark,Sophia Cooper,-73,478800
Daniel Cardoso,-1,0,1182000
Zara Akintola,-1,-90,1995300
Sofia Soares,Aisha Jallow,-65,1551000
Aishwarya Gupta,-1,0,1803000
Nuru Dlamini,Ji-hye Park,-67,1079700
Sofia Costa,Priya Kapoor,-95,1094100
Christian Carter,Ariana Jenkins,-68,2412000
Savannah Cox,-1,-78,1103100
Imran Dube,Paisley Phillips,-88,1815300
Rajan Patel,-1,-85,2236800
Amara Sesay,Ethan Baker,-68,2018700
David Rogers,-1,-83,1578600
Liam Thompson,-1,0,503700
Kazuki Suzuki,-1,0,1383000
Aleksei Sokolov,Samira Khalid,-96,2102700
Nour Al-Saeed,-1,0,1139700
Ekaterina Volkova,-1,-94,2112900
Julian Ferreira,Hamza Al-Hussein,-68,463800
Adnan Karim,-1,0,1963500
Svetlana Orlova,Tariq Asante,-95,1333200
Wyatt Roberts,-1,0,1919400
Joshua Wright,-1,0,1854600
Isabella Costa,Ahmed Al-Dawood,-85,906900
Hadiya Mahmoud,-1,0,57600
Leila Al-Zaidi,-1,-83,1206000
Camila Costa,-1,0,1799700
Hamza Al-Hussein,Sakura Tanaka,-88,470400
Sana Khan,-1,0,53400
Fatima Al-Said,Mei Zhang,-83,135000
Camila Vargas,-1,0,339900
Penelope Griffin,-1,-90,823200
Aisha Al-Mahdi,Emily Cook,-67,1131000
Li Chen,Caleb Wood,-79,317700
Dalia Mensah,Sebastian King,-87,1430100
Aria Reed,-1,0,1671600
Rohan Gupta,-1,0,353700
Dmitri Popov,-1,0,2082000
Henry Hughes,-1,0,2003400
Hadiya Mahmoud,-1,-86,231900
Amelia Clark,-1,0,322200
Hamza Saad,Owen Edwards,-91,396600
Isaac Hayes,-1,0,879900
Nala Bah,-1,0,282000
Madison Peterson,Isaac Rogers,-60,1221900
Samira Al-Haddad,-1,0,1380300
Isaac Rogers,Christopher Davis,-93,1619100
Nala Bah,Priya Kapoor,-89,472800
Isabella Andrade,-1,-90,1971300
Nora Howard,-1,0,1534500
Rajesh Sharma,-1,0,1788600
Ayesha Mensah,-1,0,1944600
Adnan Karim,-1,0,685500
Mason Anderson,-1,-79,223200
Amina Nkrumah,Leila Al-Jarrah,-83,384000
Benjamin Brooks,-1,0,897900
Ryota Nakamura,Emily Bell,-95,258900
Leonardo Cordero,-1,-62,2130900
Sara Al-Khouri,-1,-72,1779000
Lucy Ramirez,-1,-87,331200
Kazuki Yamamoto,-1,0,1630200
Mason Anderson,Lily Morris,-71,2382900
Pedro Gomes,Christopher Foster,-84,2200800
Christopher Foster,-1,0,554700
Noor Al-Hakim,-1,0,1204500
Safiya Diop,-1,-64,1248600
Andrew Hayes,-1,0,2211900
Victoria Lima,-1,-87,1701300
Malik Akoto,Mei Nakamura,-87,810300
Mounir El-Said,Caleb Wood,-83,636600
Jin Chen,-1,0,446700
Aleksandr Gusev,Carter James,-92,1087500
Noor Al-Hakim,Imani Koné,-95,503700
Kwame Diallo,Yuki Nakamura,-85,292800
Malik El-Din,Nora Foster,-92,732000
Lucas Rocha,-1,0,268500
Olivia Smith,-1,0,682500
Chika Akintola,-1,0,970800
Sergey Kozlov,-1,0,768900
Zara Akintola,-1,-79,2128800
Zainab Nkosi,-1,0,2199000
Ava Wilson,-1,0,2249100
Chidi Okoro,-1,0,1928700
Lucas Rios,Lina Al-Saleh,-87,1364400
Mirembe Nakamura,Adam Wilson,-89,1867200
Mateo Costa,Zuri Kamara,-87,2413800
Sophia Cooper,-1,-85,2037600
Christopher Reed,-1,0,944100
Ethan Johnson,Ethan Gray,-81,474000
Gabriel Rocha,-1,0,1768200
Christopher Foster,Christopher Price,-72,2324700
Henry Richardson,-1,0,1972200
Omar Al-Khouri,Amira Ojo,-57,216000
Dmitri Sidorov,-1,-91,2256600
Nia Sow,-1,0,1394700
Aisha Saidi,Victoria Antonova,-81,1614900
Ariana Jenkins,Lily Foster,-83,2109300
Zoey Morgan,Violet Kelly,-64,1684200
Rajan Shah,-1,0,584400
Nia Kamara,Matias Carvalho,-89,2034300
Natalya Sidorova,-1,-82,995100
Pavel Egorov,-1,0,880200
Natalia Voronova,Landon Sanders,-93,390600
Maya Mitchell,-1,0,516900
Iniko Nkrumah,-1,0,170100
Zoey Morgan,Harper Nelson,-82,830700
Tatiana Voronina,Eleanor Sanchez,-96,1597800
Samuel Bennett,-1,0,1633800
Victoria Morgan,-1,0,950400
Zuri Okoro,Avery Young,-85,1093800
Emma Mendonça,-1,-89,17700
Yara Aziz,Zikomo Banda,-90,2120100
Sofia Soares,Joseph Cox,-97,53100
Amira Kebede,-1,0,1064400
Ifeoma Azikiwe,-1,-89,1176900
Sebastian Herrera,Hamza Al-Hussein,-82,1688700
Oksana Volkova,-1,0,672000
Sara Hassan,-1,0,693600
Roman Kozlov,-1,0,1042800
Ava Wright,-1,0,1644600
Asha Kebede,Lily Turner,-84,1392000
Nicolas Santos,Zoey Hall,-82,597600
Carter James,-1,0,273300
Samuel Perry,William Cox,-97,396300
Harper Nelson,-1,0,1315800
Ekaterina Ivanova,-1,-69,221400
Stella Rodriguez,William Cox,-93,1431000
Isaac Adams,-1,0,330300
Hiroshi Kimura,-1,0,2090700
Vladimir Sidorov,Natalya Sidorova,-87,808800
Lina Al-Saleh,Zainab Nkosi,-73,2168400
Valeria Medina,-1,0,2125800
Matías López,-1,0,1993800
Emma Guzman,Hassan Ibrahim,-74,888300
Oliver White,-1,-52,558600
Layla Al-Fawzi,-1,0,362400
Zuri Kamara,-1,0,318600
Isaac Rogers,Ava Wright,-91,813300
Ayodele Balogun,-1,0,94800
Layla Al-Farsi,-1,0,2109600
Rashid Farah,-1,0,1382100
Camila Lima,Nuru Dlamini,-60,130200
Zoey Morgan,-1,0,1637400
Matthew Hayes,-1,0,2202300
Chukwuma Eze,-1,0,2229900
Zoey Morgan,-1,0,621600
Emilia Pereira,Sophia Cooper,-96,815100
Emma Lima,Tariq Asante,-90,1629000
Yuki Nakamura,-1,0,1855200
Ava Wilson,-1,0,1156800
Jin Chen,-1,0,1477500
Christian Carter,Ariana Jenkins,-86,2017500
Layla Al-Aziz,Hazel Gonzalez,-88,993300
Sergei Smirnov,-1,-81,1344300
Ahmed Al-Rashidi,Elizabeth Bennett,-75,1443000
Nisha Patel,-1,0,861300
Youssef Al-Mansoori,Min-jung Kim,-97,2112300
Isaiah Howard,Gabriel Gray,-92,462300
Ekaterina Fedorova,Ji-yeon Park,-90,895200
Santiago Torres,Emma Harris,-83,2104800
Li Chen,-1,0,644100
Li Chen,-1,0,1938300
Santiago Marques,Noor Al-Hakim,-79,2260800
Aleksandr Popov,-1,-72,250800
Olivia Smith,-1,-92,936600
Sophia Brown,Elizabeth Richardson,-72,876300
Daniel White,-1,0,354300
Rania Al-Akbar,Asha Osei,-76,1601100
Chidi Okoro,-1,0,1081200
Yara Aziz,Christian Carter,-94,2319900
Malik Akoto,-1,0,1050900
Shinji Yamamoto,-1,-75,936000
Amir Khalifa,-1,0,20700
Sara Al-Khouri,-1,-70,1355400
Fatima Hamza,-1,-79,1301100
Benjamin Mendez,-1,0,1943700
Ayako Suzuki,Amelia Clark,-96,225000
Nicolas Ortega,James Foster,-69,57600
Yasmin Al-Ahmad,-1,0,847800
Hasan Al-Masri,Mason Anderson,-75,465600
Irina Volkova,-1,0,936600
Nia Sow,-1,0,1298400
Habiba Mansour,Ji-hye Park,-91,379500
Sebastian Paz,-1,0,1785900
Khadija Issa,-1,0,433800
Luna Howard,-1,-81,1145700
Gabriel Rocha,Amelia Murphy,-90,825600
Victoria Kuznetsova,-1,-76,1944900
Samuel Richardson,-1,0,571800
Violet Perry,-1,-75,2377200
Elena Orlova,-1,0,1887600
Natalia Voronova,Alejandro Morales,-89,740700
Benjamin Rocha,-1,0,1800000
Natalya Kuznetsova,-1,0,1868700
Michael Cooper,-1,0,2326500
Hamza Saad,Adam Wilson,-83,2322300
Mustafa Al-Masri,-1,0,1299600
David Ross,-1,-70,1204200
Tariq Ibrahim,Chen Wang,-92,472500
Ayako Suzuki,Joshua Wood,-91,1122600
Halima Toure,-1,0,1125000
Sergei Ponomarev,Nala Kone,-85,2134800
Khaled Al-Najjar,Samuel Coleman,-98,1691100
Sofia Costa,-1,-95,445500
Karan Kapoor,Andrew Foster,-85,124800
Amira Kebede,Emily Bell,-74,1009200
Martina Ramos,Liam Thompson,-88,2127300
Pedro Gomes,-1,0,1523700
Mikhail Petrov,-1,-75,374700
Emiliano Costa,-1,-53,240600
Sofia Soares,-1,0,1972500
Amira Kebede,-1,0,2171100
Emiliano Costa,Lincoln Campbell,-76,1114800
Musa Kamau,Henry Hughes,-86,2122500
Grace Ramirez,-1,0,636300
Fatoumata Diop,-1,-76,228600
Adrian Washington,-1,0,2142000
Avery Reed,-1,0,568200
Tariq Mansour,Aisha Rahman,-84,828600
Aliya Al-Saadi,Mei Wang,-94,894900
Lucy Ramirez,-1,0,2340900
Sergei Ponomarev,-1,-72,57900
Ravi Gupta,Caleb Sanchez,-74,2053500
Antonella Ramirez,Luna Howard,-92,1705500
Li Chen,-1,0,1398300
Zuri Chukwu,-1,-81,530400
Samira Al-Haddad,-1,0,889800
Addison Gonzalez,-1,0,1694100
Aliya Al-Maqdisi,-1,0,953700
Min-jung Kim,Michael Cooper,-77,924600
Elizabeth Moore,-1,0,605100
Isaac Mitchell,-1,0,2094600
Caleb Simmons,-1,0,552000
Juan Pablo Guerra,David Ross,-90,2311800
Ayomide Ojo,David Rogers,-75,1182000
Victoria Parker,-1,0,1262400
Asha Osei,David Murphy,-88,901200
Aarav Patel,Grayson Parker,-93,1028400
Valentina Escobar,Jabari Toure,-84,1952700
Amara Bello,-1,0,2253900
Irina Morozova,Ravi Gupta,-88,1571400
Benjamin Pacheco,Emma Fernandes,-93,644400
Ayanda Ndlovu,-1,0,1414200
Penelope Brooks,-1,0,1899300
Penelope Brooks,-1,0,1573800
Emilia Pereira,William Cox,-73,909900
Amara Bello,Christopher Price,-86,1469100
Naledi Khumalo,Aleksandr Makarov,-88,1341600
Aarav Patel,-1,-79,2022900
Mei Zhang,Penelope Collins,-65,1782300
Penelope Collins,-1,-84,1134300
Diego Castro,-1,-82,1278900
Satoshi Tanaka,Victoria Rivera,-96,281400
Owen Edwards,Oliver Turner,-71,1497900
Isabella Costa,-1,0,860100
Tatiana Ivanova,Yulia Antonova,-76,1583700
Scarlett Murphy,-1,0,647700
Vladislav Romanov,-1,0,1459800
Leila Al-Zaidi,Ananya Das,-82,366000
Gabriel Cox,Harper Nelson,-72,1329900
Sofia Campbell,-1,-93,2405400
Haruki Sato,Penelope Griffin,-97,1472700
Gabriel Alvarez,-1,-74,1533600
Raziya Ndlovu,-1,-94,451200
Santiago Torres,-1,-91,1765200
Deepika Singh,-1,0,84600
Oliver White,-1,-67,832800
Lucas Pereira,Adedeji Adeyemi,-86,1448700
Tariq Al-Rashid,-1,0,2100
Nia Nkosi,-1,0,189600
Yelena Sidorova,Charlotte Bell,-96,963900
Penelope Brooks,-1,-80,1390500
Nala Diallo,-1,0,2406600
Fatima Sarr,-1,0,1903200
Victoria Lima,-1,0,950400
Irina Morozova,Ravi Gupta,-93,1041600
Roman Smirnov,Dmitri Sidorov,-98,794700
Nia Sow,Sana Khan,-86,1424700
Luna Howard,Eli Ramirez,-98,2121900
Adnan Karim,Ifeoma Azikiwe,-78,729600
Aubrey Russell,-1,0,790800
Yasir Al-Khatib,-1,-95,2400600
Charlotte Thomas,-1,0,1531500
Sana Khan,Nisha Patel,-80,499500
Igor Sidorov,-1,0,142800
Ngozi Odhiambo,-1,0,1894800
Shinji Yamamoto,-1,0,1988400
Joshua Wright,-1,0,1092900
Antonella Mendonça,-1,-46,59700
Zara Al-Ali,Alexander Hill,-84,919500
Ifeoma Azikiwe,Ji-woo Park,-81,498300
Aleksandr Gusev,Omar Al-Haddad,-88,2040000
Martina Alvarez,William Cox,-91,2312400
Zoey Powell,-1,0,1835700
Sofia Costa,Alexander Hill,-98,897900
Kazuki Yamamoto,-1,0,136200
Abdullah Fawzi,Hazel Gonzalez,-88,1953300
Victoria Andrade,-1,0,921600
Leila Al-Zaidi,-1,0,1267500
Nia Nkosi,-1,0,283800
Andrew Turner,-1,0,2406300
Zuri Kamara,Isaiah Howard,-95,1954200
Khadija Issa,-1,-68,2149500
Nala Diallo,Chen Wang,-96,2107200
Nia Kamara,Kazuki Suzuki,-60,1353600
Ashok Sharma,-1,-92,1658700
Hamza Saad,-1,-94,936300
Levi Russell,-1,-88,712200
Valeria Ramos,Violet Kelly,-97,1946400
Isabella Pereira,Omar Al-Khouri,-92,1894500
Oluwaseun Oladipo,-1,0,556800
Nour Al-Saeed,-1,0,185700
Jonathan Morris,-1,0,2055000
Victoria Rivera,-1,0,731700
Yuki Nakamura,Isaac Rogers,-86,2309400
Martina Oliveira,Ayako Suzuki,-89,829800
Ayesha Jallow,-1,0,348000
Ravi Sharma,Chloe Rogers,-94,2193600
Chukwuma Eze,-1,-83,1178700
Tunde Kamara,-1,-98,1343700
Jabari Mbeki,Uzoma Okeke,-91,126600
Ayodele Balogun,-1,-73,504000
Ayumi Sato,Zoey Griffin,-79,994200
Ayesha Touré,Carter James,-88,135000
Stella Rodriguez,-1,0,1698600
Ravi Sharma,-1,0,1215300
Zoey Morgan,Caleb Sanchez,-96,1117800
Ekaterina Antonova,-1,-82,1349400
Ethan Gray,-1,0,2152500
Isabella Barbosa,-1,-73,1544100
Isabella Ferreira,Ayaka Suzuki,-86,1725600
Yelena Sidorova,Isabella Pereira,-78,1302300
Mulatu Tadesse,Nia Nkosi,-82,919500
Martina Oliveira,-1,0,14100
Imani Asante,Stella Mitchell,-92,2292000
Valeria Ramos,Lily Turner,-84,147600
Chika Osagie,-1,0,2349000
Isabella Peterson,-1,-87,1807800
Lucas Herrera,Sakura Suzuki,-69,2197500
Yuri Romanov,Elizabeth Bennett,-53,1414200
Ella Phillips,Christopher Price,-68,1179900
Aleksandr Popov,Jack Mitchell,-74,30300
Jamila Moyo,-1,-93,761700
Ali Abbas,Kato Soumahoro,-77,1697400
Hannah Simmons,-1,-85,2038200
Rima Hassan,Jamila Moyo,-69,1356600
Julian Ramirez,Zahra Osei,-95,2042700
Renata Miranda,Rajan Patel,-92,1015500
Charlotte Thomas,Alexander Reed,-87,399900
Tendai Nyathi,David Murphy,-88,204600
Emma Mendonça,Rajesh Sharma,-92,1476600
Amina Ali,Ayomide Ojo,-95,1500600
Aisha Keita,-1,0,197700
Gabriel Marques,Lucas Herrera,-84,1036800
Shinji Yamamoto,-1,0,811800
Valentina Ribeiro,-1,-90,185400
Abigail Green,-1,0,1036800
Vladimir Smirnov,Zoey Morgan,-76,895200
Marina Popova,Imran Dube,-97,1794300
Dmitri Sidorov,-1,-88,1248600
Scarlett Hall,Alexander Reed,-62,1005000
Noor Al-Hakim,Ethan Allen,-93,2115600
Ifeoma Azikiwe,-1,0,971100
Malik Akoto,Aarav Gupta,-89,2034900
Aleksandr Makarov,-1,0,357000
Rima Hassan,Ravi Sharma,-93,1435200
Ignacio Silva,-1,0,1014600
Lumka Ntuli,Hiroshi Kimura,-82,289500
Sophia Brown,-1,0,1420800
Sofia Ribeiro,Rajan Patel,-99,1838700
Kazuki Yamamoto,-1,0,425400
Zahara Mwangi,-1,0,1849800
Layla Al-Fawzi,-1,0,2180700
Yasmin Hamdi,-1,0,488700
Mateo Costa,-1,0,1203900
Aleksandr Kozlov,-1,-65,2387700
Svetlana Orlova,-1,0,1692300
Isabella Pereira,Violet Kelly,-87,1245300
Michael Coleman,-1,0,1020600
Ahmed Al-Rashidi,-1,0,1803900
Amelia Castro,-1,0,2395200
Ellie Foster,-1,0,852600
Ahmed Nasser,-1,0,2409600
Iniko Nkrumah,-1,-93,908700
Jamal Nader,-1,-59,2320200
Dalia Mensah,Kazuki Suzuki,-90,229800
Zara Al-Masri,Elijah Rodriguez,-86,810600
Chidi Okafor,-1,0,578400
Zuri Okoro,-1,0,1231500
Santiago Castro,Yara Ndlovu,-68,1944900
Viktor Sokolov,Gabriel Marques,-95,1038300
Emma Lima,James Foster,-90,1099200
Rajan Patel,-1,-85,1212600
Ayesha Jallow,-1,0,1485600
Mariam Al-Zahid,-1,0,1577100
Paisley Flores,Samuel Lee,-88,1680300
Lucas Almeida,-1,0,888900
Isabella Pereira,Caleb Sanchez,-96,1106700
Rohan Gupta,Matthew Adams,-79,2126400
Matthew Adams,-1,-75,997800
Ryota Nakamura,Ranjana Sharma,-91,2368200
Valeria Correa,-1,0,563100
Tawanda Gumbo,Sofia Soares,-88,827700
Malik Sankara,-1,0,259200
Adnan Karim,-1,0,573300
Lucas Almeida,Omar Al-Haddad,-85,1521600
Aisha Saad,Aisha Keita,-76,840600
Mei Nakamura,Michael Cooper,-97,820500
Saki Tanaka,-1,0,1206300
Mirembe Nakamura,Julian Ross,-99,2322000
Tetsuya Ono,Olivia Smith,-98,136200
Santiago Marques,Michael Cooper,-97,1504200
Chukwuma Eze,Samira Khalid,-94,750000
Aarav Patel,Penelope Brooks,-84,1326000
Ana Oliveira,-1,-51,51300
Leila Al-Jarrah,-1,-74,1206600
Victoria Lima,Fatima Hamza,-78,919800
Samuel Reed,-1,0,2003700
Alejandro Morales,-1,0,2221200
Caleb Sanchez,-1,0,1542600
Lily Morris,-1,0,702900
Sara Al-Khouri,-1,0,1137300
Benjamin Rocha,-1,0,94200
Addison Gonzalez,-1,0,1370700
Antonella Ramirez,-1,0,325200
Aya Al-Bakri,-1,0,81000
Ekaterina Antonova,Amira Sarr,-95,294900
Emma Lima,Sophia Cooper,-92,811800
Yuri Romanov,-1,0,1177500
Savannah Cox,-1,-52,62700
Paisley Phillips,Madison Bailey,-89,484800
Tatiana Ivanova,Antonella Costa,-84,144300
Yara Aziz,-1,-87,1268100
Diego Castro,-1,0,1969800
Jomo Keita,-1,0,66600
Marina Kovalenko,Addison Gonzalez,-79,1033500
Isabella Guzman,Aarav Gupta,-98,1353300
Fatima Hamza,Amina Juma,-96,207300
Elena Orlova,-1,0,2057400
Matthew Hayes,-1,-86,1933200
Layla Al-Fawzi,-1,0,1797300
Martina Ramos,Jamila Moyo,-87,2127600
Benjamin Pacheco,Fatima Hamza,-74,1588200
Tsholofelo Molefe,Layla Price,-84,1923600
Leila Al-Zaidi,Anthony Cook,-98,1498800
Nathan Edwards,-1,0,1234800
Jackson Carter,-1,0,2415000
Emily Cook,-1,0,1787100
Ifeoma Azikiwe,-1,0,241800
Khadija Issa,Nadia Al-Hamadi,-71,997200
Baraka Soumahoro,-1,0,1157700
Violet Kelly,Landon Morgan,-86,1326600
Viktor Sokolov,Nicolas Santos,-90,1879800
Mei Zhang,-1,0,1311900
Valentina Paz,-1,-85,1946100
Ella Phillips,-1,0,440100
Addison Gonzalez,-1,-88,2398800
Emily Hall,Sophia Cooper,-86,1929900
Ana Oliveira,Claire Simmons,-83,542100
Julian Ferreira,-1,-68,1175100
